TR41-011410,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,982137,Low,4820.28,633,18/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,20.08,18.37684074,98.79979727,DCC_xx บ้านเหล่ายาวเหนือซอย 2,ชนบท,นั้งร้าน,ใช่,1151XF000002860,ใช่,1000001339,INST,460178965,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,14.61,41.97,29.98,20.08,21.08,52.37,39.3,30.24,36.13999939,27.12000084,20.87999916,36.13999939,45.47466133,32.74836423,224.22,223.14,755.07,351,10222,133,,,133
TR41-011440,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,982167,Low,4824.28,634,18/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,24.16,18.37943015,98.79979727,DCC_xx บ้านเหล่ายาวเหนือซอย 3,ชนบท,นั้งร้าน,ใช่,1151XF000002861,ใช่,1000001353,INST,460178966,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,17.48,47.85,34.82,24.58,22.42,59.39,47.93,34.58,40.99000168,33.08000183,23.87000084,40.99000168,43.20815451,33.0034442,223.69,222.06,750.81,399,11993,134,,,134
TR41-011442,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,982169,Low,4820.28,633,18/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,20.08,18.38421067,98.79979727,DCC_xx บ้านเหล่ายาวเหนือซอย 5,ชนบท,นั้งร้าน,ใช่,1151XF000002863,ใช่,1000001355,INST,460178967,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,14.61,41.97,29.98,20.08,21.08,52.37,39.3,30.24,36.13999939,27.12000084,20.87999916,36.13999939,45.47466133,32.74836423,224.22,223.14,755.07,351,10222,133,,,133
TR41-011443,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,982170,Low,4820.28,633,18/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,20.08,18.38137351,98.79979727,DCC_xx บ้านเหล่ายาวเหนือซอย 4,ชนบท,นั้งร้าน,ใช่,1151XF000002862,ใช่,1000001327,INST,460178968,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,14.61,41.97,29.98,20.08,21.08,52.37,39.3,30.24,36.13999939,27.12000084,20.87999916,36.13999939,45.47466133,32.74836423,224.22,223.14,755.07,351,10222,133,,,133
TR41-012571,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4101452,Medium,21617.28,1031,16/6/2026,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,17.48,18.41724681,98.72314594,DCC_xx บ้านวังหมุ้น (ดอยง่าม),เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000001893,ใช่,1000001815,INST,460178972,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,CEA04,พฤษภาคม,12.78,13.79,9.48,17.15,6.07,17.38,15.71,20.57,23.98999977,21.68000031,28.40999985,28.40999985,34.25686036,19.98402556,229.02,227.06,539.06,128,4521,31,,,31
TR41-014555,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4103436,Low,4839.28,1093,22/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,39.38,18.37525381,98.77121287,DCC_xx บ้านหล่ายแก้ว (ตรงข้ามซอย 12),เทศบาลตำบล,,ใช่,1151XF000002844,ใช่,1000001315,INST,460178988,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA04,มีนาคม,33.09,61.94,40.17,50.14,19.34,67.65,49.27,58.33,46.68000031,33.99000168,40.24000168,46.68000031,24.12061245,17.47291176,219.09,219.16,698.81,421,17043,93,,,93
TR41-014589,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4103470,Medium,19207.28,527,10/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,7.31,18.31971715,98.8143236,DCC_xx บ้านโฮ่งใต้ (วัดโฮ่งศีลาธรรม),เทศบาลตำบล,,ใช่,1151XF000002980,ใช่,1000001407,INST,460178990,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,มีนาคม,4.47,12.78,11.23,7.35,4.72,21.57,17.15,10.68,14.88000011,11.82999992,7.369999886,14.88000011,36.56475638,41.97932626,229.47,227.75,699.24,198,2878,27,,,27
TR41-014646,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4103527,Low,4839.28,1093,22/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,39.38,18.37525381,98.77121287,DCC_xx บ้านหล่ายแก้ว (ตรงข้ามซอย 12),เทศบาลตำบล,,ใช่,1151XF000002844,ใช่,1000001315,INST,460178996,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA04,กุมภาพันธ์,33.09,61.94,40.17,50.14,19.34,67.65,49.27,58.33,46.68000031,33.99000168,40.24000168,46.68000031,24.12061245,17.47291176,219.09,219.16,698.81,421,17043,93,,,93
TR41-016480,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4105361,Medium,19213.28,1031,22/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,13.88,18.3837943,98.77395015,DCC_xx บ้านหล่ายแก้ว (หน้าวัดหล่ายแก้ว),เทศบาลตำบล,,ใช่,1151XF000002842,ใช่,1000001319,INST,460179010,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA04,พฤษภาคม,7.21,10.74,10.6,15.65,4.99,19.14,17.65,23.36,13.21000004,12.18000031,16.12000084,16.12000084,28.84711779,21.57948834,228.86,226.71,768.41,208,4748,31,,,31
TR41-016503,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4105384,Medium,19207.28,1048,29/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,7.31,18.42398484,98.75549079,DCC_02-บ้านวังผางทางไปบ้านแพะ,เทศบาลตำบล,แขวนบนเสา,ใช่,1151XF000002354,ใช่,1000001739,INST,460179013,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,CEA04,พฤษภาคม,2.77,3.14,6.71,6.58,3.5,9.81,11.58,11.23,6.769999981,7.989999771,7.75,7.989999771,32.22222222,11.39178652,229.83,228.66,456.9,139,2407,48,,,48
TR41-017122,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,28,4106003,Low,4839.28,1093,22/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,39.38,18.37525381,98.77121287,DCC_xx บ้านหล่ายแก้ว (ตรงข้ามซอย 12),เทศบาลตำบล,,ใช่,1151XF000002844,ใช่,1000001315,INST,460179020,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA04,มกราคม,33.09,61.94,40.17,50.14,19.34,67.65,49.27,58.33,46.68000031,33.99000168,40.24000168,46.68000031,24.12061245,17.47291176,219.09,219.16,698.81,421,17043,93,,,93
